date,code,url,title,buy_below,price,stock,review_score,review_count
2020-11-11 23:59,hw_freebuds_3,https://www.amazon.it/dp/B08DX5JZVN/?coliid=I84IMQ953HDPW&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"HUAWEI FreeBuds 3 Auricolari Wireless con Adattatore Huawei AP52,  con Cancellazione Intelligente del Rumore,  Ricarica via Cavo,  Ceramic White",80,,Available,5.0,5048
2020-11-11 23:59,mi_air_2,https://www.amazon.it/dp/B08BRGH7S3/?coliid=I2PIOP9BKIHLGL&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2 Basic, Cuffie Wireless Senza Cavi, Cancellazione Rumore con dual-Mic, Quick Paring, Compatibile con iOS e Android, Versione Italiana",30,26.79,Available,4.3,487
2020-11-11 23:51,mi_air_2s,https://www.amazon.it/dp/B08DKXW7BW/?coliid=IB6QFDNA5GMO4&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2S, Cuffie Senza Cavi con Ricarica Wireless, Connessione Bluetooth 5.0, Controllo Double Tap, Audio Codec SBC, AAC, LHDC, Compatibile con Dispositivi iOS e Android",50,58.0,Available,5.0,23
2020-11-11 23:59,mi_air_2s,https://www.amazon.it/dp/B08DKXW7BW/?coliid=IB6QFDNA5GMO4&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2S, Cuffie Senza Cavi con Ricarica Wireless, Connessione Bluetooth 5.0, Controllo Double Tap, Audio Codec SBC, AAC, LHDC, Compatibile con Dispositivi iOS e Android",50,58.0,Available,5.0,23
2020-11-12 00:00,mi_air_2s,https://www.amazon.it/dp/B08DKXW7BW/?coliid=IB6QFDNA5GMO4&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2S, Cuffie Senza Cavi con Ricarica Wireless, Connessione Bluetooth 5.0, Controllo Double Tap, Audio Codec SBC, AAC, LHDC, Compatibile con Dispositivi iOS e Android",50,58.0,Available,5.0,23
2020-11-12 00:01,mi_air_2s,https://www.amazon.it/dp/B08DKXW7BW/?coliid=IB6QFDNA5GMO4&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2S, Cuffie Senza Cavi con Ricarica Wireless, Connessione Bluetooth 5.0, Controllo Double Tap, Audio Codec SBC, AAC, LHDC, Compatibile con Dispositivi iOS e Android",50,58.0,Available,5.0,23
2020-11-12 00:03,mi_air_2s,https://www.amazon.it/dp/B08DKXW7BW/?coliid=IB6QFDNA5GMO4&colid=T185HQS7DPYX&psc=1&ref_=lv_ov_lig_dp_it,"Xiaomi Mi True Wireless Earphones 2S, Cuffie Senza Cavi con Ricarica Wireless, Connessione Bluetooth 5.0, Controllo Double Tap, Audio Codec SBC, AAC, LHDC, Compatibile con Dispositivi iOS e Android",50,58.0,Available,5.0,23
